source ID,source name,source type,mapping type,target ID,target name,target type,mapping description
,Firewall Disable,datacomponent,detects,T1562.007,Disable or Modify Cloud Firewall,technique,Monitor for changes in the status of the system firewall such as Windows Security Auditing events 5025 (The Windows firewall service has been stopped) and 5034 (The Windows firewall driver was stopped).
,Firewall Disable,datacomponent,detects,T1562.004,Disable or Modify System Firewall,technique,Monitor for changes in the status of the system firewall such as Windows Security Auditing events 5025 (The Windows firewall service has been stopped) and 5034 (The Windows firewall driver was stopped).
,Firewall Disable,datacomponent,detects,T1562,Impair Defenses,technique,Monitor for changes in the status of the system firewall such as Windows Security Auditing events 5025 (The Windows firewall service has been stopped) and 5034 (The Windows firewall driver was stopped).
,Firewall Enumeration,datacomponent,detects,T1518.001,Security Software Discovery,technique,Monitor for an extracted list of available firewalls and/or their associated settings/rules (ex: Azure Network Firewall CLI Show commands)
,Firewall Enumeration,datacomponent,detects,T1518,Software Discovery,technique,Monitor for an extracted list of available firewalls and/or their associated settings/rules (ex: Azure Network Firewall CLI Show commands)
,Firewall Metadata,datacomponent,detects,T1518.001,Security Software Discovery,technique,"Monitor for contextual data about a firewall and activity around it such as name, policy, or status"
,Firewall Metadata,datacomponent,detects,T1518,Software Discovery,technique,"Monitor for contextual data about a firewall and activity around it such as name, policy, or status"
,Firewall Rule Modification,datacomponent,detects,T1070.007,Clear Network Connection History and Configurations,technique,"Monitor for changes made to firewall rules, especially unexpected modifications that may potentially be related to allowing and/or cleaning up previous tampering that enabled malicious network traffic."
,Firewall Rule Modification,datacomponent,detects,T1562.007,Disable or Modify Cloud Firewall,technique,Monitor cloud logs for modification or creation of new security groups or firewall rules.
,Firewall Rule Modification,datacomponent,detects,T1562.004,Disable or Modify System Firewall,technique,Monitor for changes made to firewall rules that might allow remote communication over protocols such as SMD and RDP. Modification of firewall rules might also consider opening local ports and services for different network profiles such as public and domain.
,Firewall Rule Modification,datacomponent,detects,T1562,Impair Defenses,technique,Monitor for changes made to firewall rules for unexpected modifications to allow/block specific network traffic that may maliciously modify components of a victim environment in order to hinder or disable defensive mechanisms.
,Firewall Rule Modification,datacomponent,detects,T1070,Indicator Removal,technique,"Monitor for changes made to firewall rules, especially unexpected modifications that may potentially be related to allowing and/or cleaning up previous tampering that enabled malicious network traffic."
,Firmware Modification,datacomponent,detects,T1542.002,Component Firmware,technique,"Monitor for changes that may reveal indicators of malicious firmware such as strings. Also consider comparing components, including hashes of component firmware and behavior, against known good images."
,Firmware Modification,datacomponent,detects,T1495,Firmware Corruption,technique,Monitor for changes made to the firmware for unexpected modifications to settings and/or data. (Citation: MITRE Trustworthy Firmware Measurement) Log attempts to read/write to BIOS and compare against known patching behavior.
,Firmware Modification,datacomponent,detects,T1564.005,Hidden File System,technique,Monitor for changes made to firmware for unexpected modifications to settings and/or data that may use a hidden file system to conceal malicious activity from users and security tools. [Bootkit](https://attack.mitre.org/techniques/T1542/003)
,Firmware Modification,datacomponent,detects,T1564,Hide Artifacts,technique,Monitor for changes made to firewall rules for unexpected modifications to allow/block specific network traffic that may attempt to hide artifacts associated with their behaviors to evade detection.
,Firmware Modification,datacomponent,detects,T1542,Pre-OS Boot,technique,"Monitor for changes made on pre-OS boot mechanisms that can be manipulated for malicious purposes. Take snapshots of boot records and firmware and compare against known good images. Log changes to boot records, BIOS, and EFI"
,Firmware Modification,datacomponent,detects,T1542.004,ROMMONkit,technique,"There are no documented means for defenders to validate the operation of the ROMMON outside of vendor support. If a network device is suspected of being compromised, contact the vendor to assist in further investigation."
