ID,name,description,url,created,last modified,version,contributors,platforms,aliases,type,relationship citations
S0089,BlackEnergy,"[BlackEnergy](https://attack.mitre.org/software/S0089) is a malware toolkit that has been used by both criminal and APT actors. It dates back to at least 2007 and was originally designed to create botnets for use in conducting Distributed Denial of Service (DDoS) attacks, but its use has evolved to support various plug-ins. It is well known for being used during the confrontation between Georgia and Russia in 2008, as well as in targeting Ukrainian institutions. Variants include BlackEnergy 2 and BlackEnergy 3. (Citation: F-Secure BlackEnergy 2014)",https://attack.mitre.org/software/S0089,31 May 2017,12 October 2022,1.3,,Windows,Black Energy,malware,"(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: iSIGHT Sandworm 2014),(Citation: F-Secure BlackEnergy 2014),(Citation: UK NCSC Olympic Attacks October 2020),(Citation: Secureworks IRON VIKING ),,(Citation: Securelist BlackEnergy Feb 2015),(Citation: ESET BlackEnergy Jan 2016),(Citation: ESEST Black Energy Jan 2016),(Citation: F-Secure BlackEnergy 2014),(Citation: Securelist BlackEnergy Nov 2014)"
S0564,BlackMould,"[BlackMould](https://attack.mitre.org/software/S0564) is a web shell based on [China Chopper](https://attack.mitre.org/software/S0020) for servers running Microsoft IIS. First reported in December 2019, it has been used in malicious campaigns by [GALLIUM](https://attack.mitre.org/groups/G0093) against telecommunication providers.(Citation: Microsoft GALLIUM December 2019)",https://attack.mitre.org/software/S0564,14 January 2021,23 March 2021,1.0,,Windows,,malware,"(Citation: Microsoft GALLIUM December 2019),,(Citation: Microsoft GALLIUM December 2019)"
S0521,BloodHound,[BloodHound](https://attack.mitre.org/software/S0521) is an Active Directory (AD) reconnaissance tool that can reveal hidden relationships and identify attack paths within an AD environment.(Citation: GitHub Bloodhound)(Citation: CrowdStrike BloodHound April 2018)(Citation: FoxIT Wocao December 2019),https://attack.mitre.org/software/S0521,28 October 2020,27 September 2022,1.3,,Windows,,tool,"(Citation: NCC Group TA505),(Citation: Cycraft Chimera April 2020),(Citation: ESET T3 Threat Report 2021),(Citation: Sophos New Ryuk Attack October 2020),(Citation: FireEye KEGTAP SINGLEMALT October 2020),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),(Citation: FoxIT Wocao December 2019),(Citation: CrowdStrike BloodHound April 2018),(Citation: GitHub Bloodhound)"
S0486,Bonadan,[Bonadan](https://attack.mitre.org/software/S0486) is a malicious version of OpenSSH which acts as a custom backdoor. [Bonadan](https://attack.mitre.org/software/S0486) has been active since at least 2018 and combines a new cryptocurrency-mining module with the same credential-stealing module used by the Onderon family of backdoors.(Citation: ESET ForSSHe December 2018),https://attack.mitre.org/software/S0486,16 July 2020,10 August 2020,1.0,,Linux,,malware,",,(Citation: ESET ForSSHe December 2018)"
S0635,BoomBox,[BoomBox](https://attack.mitre.org/software/S0635) is a downloader responsible for executing next stage components that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2021.(Citation: MSTIC Nobelium Toolset May 2021),https://attack.mitre.org/software/S0635,03 August 2021,18 January 2022,1.0,,Windows,,malware,"(Citation: MSTIC Nobelium Toolset May 2021),,(Citation: MSTIC Nobelium Toolset May 2021)"
S0651,BoxCaon,[BoxCaon](https://attack.mitre.org/software/S0651) is a Windows backdoor that was used by [IndigoZebra](https://attack.mitre.org/groups/G0136) in a 2021 spearphishing campaign against Afghan government officials. [BoxCaon](https://attack.mitre.org/software/S0651)'s name stems from similarities shared with the malware family [xCaon](https://attack.mitre.org/software/S0653).(Citation: Checkpoint IndigoZebra July 2021),https://attack.mitre.org/software/S0651,27 September 2021,16 October 2021,1.0,"Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Yoshihiro Kori, NEC Corporation",Windows,,malware,"(Citation: Checkpoint IndigoZebra July 2021),,(Citation: Checkpoint IndigoZebra July 2021)"
S0252,Brave Prince,"[Brave Prince](https://attack.mitre.org/software/S0252) is a Korean-language implant that was first observed in the wild in December 2017. It contains similar code and behavior to [Gold Dragon](https://attack.mitre.org/software/S0249), and was seen along with [Gold Dragon](https://attack.mitre.org/software/S0249) and [RunningRAT](https://attack.mitre.org/software/S0253) in operations surrounding the 2018 Pyeongchang Winter Olympics. (Citation: McAfee Gold Dragon)",https://attack.mitre.org/software/S0252,17 October 2018,11 April 2022,1.2,,Windows,,malware,"(Citation: Talos Kimsuky Nov 2021),,(Citation: McAfee Gold Dragon)"
S0204,Briba,[Briba](https://attack.mitre.org/software/S0204) is a trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor and download files on to compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Briba May 2012),https://attack.mitre.org/software/S0204,18 April 2018,09 February 2021,1.0,,Windows,,malware,"(Citation: Symantec Elderwood Sept 2012),,(Citation: Symantec Briba May 2012)"
S1039,Bumblebee,"[Bumblebee](https://attack.mitre.org/software/S1039) is a custom loader written in C++ that has been used by multiple threat actors, including possible initial access brokers, to download and execute additional payloads since at least March 2022. [Bumblebee](https://attack.mitre.org/software/S1039) has been linked to ransomware operations including [Conti](https://attack.mitre.org/software/S0575), Quantum, and Mountlocker and derived its name from the appearance of ""bumblebee"" in the user-agent.(Citation: Google EXOTIC LILY March 2022)(Citation: Proofpoint Bumblebee April 2022)(Citation: Symantec Bumblebee June 2022)
",https://attack.mitre.org/software/S1039,19 August 2022,21 October 2022,1.0,"Phill Taylor, BT Security",Windows,,malware,"(Citation: Google EXOTIC LILY March 2022),,(Citation: Cybereason Bumblebee August 2022),(Citation: Symantec Bumblebee June 2022),(Citation: Proofpoint Bumblebee April 2022),(Citation: Medium Ali Salem Bumblebee April 2022),(Citation: Google EXOTIC LILY March 2022)"
S0482,Bundlore,"[Bundlore](https://attack.mitre.org/software/S0482) is adware written for macOS that has been in use since at least 2015. Though categorized as adware, [Bundlore](https://attack.mitre.org/software/S0482) has many features associated with more traditional backdoors.(Citation: MacKeeper Bundlore Apr 2019)",https://attack.mitre.org/software/S0482,01 July 2020,10 February 2022,1.1,,macOS,OSX.Bundlore,malware,",,(Citation: MacKeeper Bundlore Apr 2019),(Citation: 20 macOS Common Tools and Techniques)"
S0025,CALENDAR,[CALENDAR](https://attack.mitre.org/software/S0025) is malware used by [APT1](https://attack.mitre.org/groups/G0006) that mimics legitimate Gmail Calendar traffic. (Citation: Mandiant APT1),https://attack.mitre.org/software/S0025,31 May 2017,30 March 2020,1.2,,Windows,,malware,"(Citation: Mandiant APT1),,(Citation: Mandiant APT1),(Citation: Mandiant APT1 Appendix)"
S0465,CARROTBALL,[CARROTBALL](https://attack.mitre.org/software/S0465) is an FTP downloader utility that has been in use since at least 2019. [CARROTBALL](https://attack.mitre.org/software/S0465) has been used as a downloader to install [SYSCON](https://attack.mitre.org/software/S0464).(Citation: Unit 42 CARROTBAT January 2020),https://attack.mitre.org/software/S0465,02 June 2020,10 June 2020,1.0,,Windows,,tool,",,(Citation: Unit 42 CARROTBAT January 2020)"
S0462,CARROTBAT,[CARROTBAT](https://attack.mitre.org/software/S0462) is a customized dropper that has been in use since at least 2017. [CARROTBAT](https://attack.mitre.org/software/S0462) has been used to install [SYSCON](https://attack.mitre.org/software/S0464) and has infrastructure overlap with [KONNI](https://attack.mitre.org/software/S0356).(Citation: Unit 42 CARROTBAT November 2018)(Citation: Unit 42 CARROTBAT January 2020),https://attack.mitre.org/software/S0462,02 June 2020,15 June 2020,1.0,,Windows,,malware,",,(Citation: Unit 42 CARROTBAT January 2020),(Citation: Unit 42 CARROTBAT November 2018)"
S0222,CCBkdr,[CCBkdr](https://attack.mitre.org/software/S0222) is malware that was injected into a signed version of CCleaner and distributed from CCleaner's distribution website. (Citation: Talos CCleanup 2017) (Citation: Intezer Aurora Sept 2017),https://attack.mitre.org/software/S0222,18 April 2018,20 March 2020,1.2,,Windows,,malware,",,(Citation: Talos CCleanup 2017),(Citation: Intezer Aurora Sept 2017),(Citation: Avast CCleaner3 2018)"
S0023,CHOPSTICK,"[CHOPSTICK](https://attack.mitre.org/software/S0023) is a malware family of modular backdoors used by [APT28](https://attack.mitre.org/groups/G0007). It has been used since at least 2012 and is usually dropped on victims as second-stage malware, though it has been used as first-stage malware in several cases. It has both Windows and Linux variants. (Citation: FireEye APT28) (Citation: ESET Sednit Part 2) (Citation: FireEye APT28 January 2017) (Citation: DOJ GRU Indictment Jul 2018) It is tracked separately from the [X-Agent for Android](https://attack.mitre.org/software/S0314).",https://attack.mitre.org/software/S0023,31 May 2017,14 April 2022,2.2,"Richard Gold, Digital Shadows","Linux, Windows","Backdoor.SofacyX, SPLM, X-Agent, Xagent, webhp",malware,"(Citation: Secureworks IRON TWILIGHT Active Measures March 2017),(Citation: Securelist Sofacy Feb 2018),(Citation: Kaspersky Sofacy),(Citation: FireEye APT28),,(Citation: ESET Sednit 2017 Activity),(Citation: Secureworks IRON TWILIGHT Active Measures March 2017),(Citation: Crowdstrike DNC June 2016),(Citation: Microsoft SIR Vol 19),(Citation: ESET Sednit Part 2),(Citation: FireEye APT28),(Citation: DOJ GRU Indictment Jul 2018)"
S0212,CORALDECK,[CORALDECK](https://attack.mitre.org/software/S0212) is an exfiltration tool used by [APT37](https://attack.mitre.org/groups/G0067). (Citation: FireEye APT37 Feb 2018),https://attack.mitre.org/software/S0212,18 April 2018,30 March 2020,1.1,,Windows,,malware,"(Citation: FireEye APT37 Feb 2018),,(Citation: FireEye APT37 Feb 2018)"
S0137,CORESHELL,[CORESHELL](https://attack.mitre.org/software/S0137) is a downloader used by [APT28](https://attack.mitre.org/groups/G0007). The older versions of this malware are known as SOURFACE and newer versions as CORESHELL.(Citation: FireEye APT28) (Citation: FireEye APT28 January 2017),https://attack.mitre.org/software/S0137,31 May 2017,30 March 2020,2.1,,Windows,"SOURFACE, Sofacy",malware,"(Citation: Secureworks IRON TWILIGHT Active Measures March 2017),(Citation: FireEye APT28),,(Citation: Microsoft SIR Vol 19),(Citation: FireEye APT28)"
S0527,CSPY Downloader,[CSPY Downloader](https://attack.mitre.org/software/S0527) is a tool designed to evade analysis and download additional payloads used by [Kimsuky](https://attack.mitre.org/groups/G0094).(Citation: Cybereason Kimsuky November 2020),https://attack.mitre.org/software/S0527,09 November 2020,18 October 2022,1.0,,Windows,,tool,"(Citation: Cybereason Kimsuky November 2020),,(Citation: Cybereason Kimsuky November 2020)"
S0119,Cachedump,[Cachedump](https://attack.mitre.org/software/S0119) is a publicly-available tool that program extracts cached password hashes from a system’s registry. (Citation: Mandiant APT1),https://attack.mitre.org/software/S0119,31 May 2017,30 March 2020,1.1,,Windows,,tool,"(Citation: Mandiant APT1),,(Citation: Mandiant APT1)"
S0693,CaddyWiper,[CaddyWiper](https://attack.mitre.org/software/S0693) is a destructive data wiper that has been used in attacks against organizations in Ukraine since at least March 2022.(Citation: ESET CaddyWiper March 2022)(Citation: Cisco CaddyWiper March 2022),https://attack.mitre.org/software/S0693,23 March 2022,11 April 2022,1.0,,Windows,,malware,",,(Citation: ESET CaddyWiper March 2022),(Citation: Malwarebytes IssacWiper CaddyWiper March 2022 ),(Citation: Cisco CaddyWiper March 2022)"
S0454,Cadelspy,[Cadelspy](https://attack.mitre.org/software/S0454) is a backdoor that has been used by [APT39](https://attack.mitre.org/groups/G0087).(Citation: Symantec Chafer Dec 2015),https://attack.mitre.org/software/S0454,22 May 2020,29 May 2020,1.0,,Windows,,malware,"(Citation: Symantec Chafer Dec 2015),,(Citation: Symantec Chafer Dec 2015)"
S0274,Calisto,[Calisto](https://attack.mitre.org/software/S0274) is a macOS Trojan that opens a backdoor on the compromised machine. [Calisto](https://attack.mitre.org/software/S0274) is believed to have first been developed in 2016. (Citation: Securelist Calisto July 2018) (Citation: Symantec Calisto July 2018),https://attack.mitre.org/software/S0274,17 October 2018,30 March 2020,1.1,"Cody Thomas, SpecterOps",macOS,,malware,",,(Citation: Securelist Calisto July 2018),(Citation: Symantec Calisto July 2018)"
S0077,CallMe,[CallMe](https://attack.mitre.org/software/S0077) is a Trojan designed to run on Apple OSX. It is based on a publicly available tool called Tiny SHell. (Citation: Scarlet Mimic Jan 2016),https://attack.mitre.org/software/S0077,31 May 2017,30 March 2020,1.1,,macOS,,malware,"(Citation: Scarlet Mimic Jan 2016),,(Citation: Scarlet Mimic Jan 2016)"
S0351,Cannon,[Cannon](https://attack.mitre.org/software/S0351) is a Trojan with variants written in C# and Delphi. It was first observed in April 2018. (Citation: Unit42 Cannon Nov 2018)(Citation: Unit42 Sofacy Dec 2018),https://attack.mitre.org/software/S0351,30 January 2019,30 March 2020,1.1,,Windows,,malware,"(Citation: Unit42 Sofacy Dec 2018),(Citation: Unit42 Cannon Nov 2018),,(Citation: Unit42 Sofacy Dec 2018),(Citation: Unit42 Cannon Nov 2018)"
S0030,Carbanak,"[Carbanak](https://attack.mitre.org/software/S0030) is a full-featured, remote backdoor used by a group of the same name ([Carbanak](https://attack.mitre.org/groups/G0008)). It is intended for espionage, data exfiltration, and providing remote access to infected machines. (Citation: Kaspersky Carbanak) (Citation: FireEye CARBANAK June 2017)",https://attack.mitre.org/software/S0030,31 May 2017,01 April 2021,1.1,,Windows,Anunak,malware,"(Citation: Kaspersky Carbanak),(Citation: FireEye FIN7 Aug 2018),(Citation: FireEye FIN7 March 2017),(Citation: IBM Ransomware Trends September 2020),(Citation: FBI Flash FIN7 USB),(Citation: DOJ FIN7 Aug 2018),(Citation: CrowdStrike Carbon Spider August 2021),,(Citation: FireEye CARBANAK June 2017),(Citation: Kaspersky Carbanak)"
S0484,Carberp,"[Carberp](https://attack.mitre.org/software/S0484) is a credential and information stealing malware that has been active since at least 2009. [Carberp](https://attack.mitre.org/software/S0484)'s source code was leaked online in 2013, and subsequently used as the foundation for the [Carbanak](https://attack.mitre.org/software/S0030) backdoor.(Citation: Trend Micro Carberp February 2014)(Citation: KasperskyCarbanak)(Citation: RSA Carbanak November 2017)",https://attack.mitre.org/software/S0484,15 July 2020,25 August 2021,1.1,,Windows,,malware,",,(Citation: Prevx Carberp March 2011),(Citation: ESET Carberp March 2012),(Citation: Trusteer Carberp October 2010)"
S0335,Carbon,"[Carbon](https://attack.mitre.org/software/S0335) is a sophisticated, second-stage backdoor and framework that can be used to steal sensitive information from victims. [Carbon](https://attack.mitre.org/software/S0335) has been selectively used by [Turla](https://attack.mitre.org/groups/G0010) to target government and foreign affairs-related organizations in Central Asia.(Citation: ESET Carbon Mar 2017)(Citation: Securelist Turla Oct 2018)",https://attack.mitre.org/software/S0335,29 January 2019,25 April 2021,1.2,,Windows,,malware,"(Citation: ESET Carbon Mar 2017),(Citation: Secureworks IRON HUNTER Profile),,(Citation: ESET Carbon Mar 2017),(Citation: Accenture HyperStack October 2020),(Citation: GovCERT Carbon May 2016)"
