reference,citation,url
Apple Developer Doco Archive Run-Path,"Apple Inc.. (2012, July 7). Run-Path Dependent Libraries. Retrieved March 31, 2021.",https://developer.apple.com/library/archive/documentation/DeveloperTools/Conceptual/DynamicLibraries/100-Articles/RunpathDependentLibraries.html
Apple Developer Doco Hardened Runtime,"Apple Inc.. (2021, January 1). Hardened Runtime: Manage security protections and resource access for your macOS apps.. Retrieved March 24, 2021.",https://developer.apple.com/documentation/security/hardened_runtime
Apple Disable SIP,"Apple. (n.d.). Disabling and Enabling System Integrity Protection. Retrieved April 22, 2021.",https://developer.apple.com/documentation/security/disabling_and_enabling_system_integrity_protection
Apple Doco Archive Dynamic Libraries,"Apple Inc.. (2012, July 23). Overview of Dynamic Libraries. Retrieved March 24, 2021.",https://developer.apple.com/library/archive/documentation/DeveloperTools/Conceptual/DynamicLibraries/100-Articles/OverviewOfDynamicLibraries.html
Apple Kernel Extension Deprecation,"Apple. (n.d.). Deprecated Kernel Extensions and System Extension Alternatives. Retrieved November 4, 2020.",https://developer.apple.com/support/kernel-extensions/
Apple PAM,"Apple. (2011, May 11). PAM - Pluggable Authentication Modules. Retrieved June 25, 2020.",https://opensource.apple.com/source/dovecot/dovecot-239/dovecot/doc/wiki/PasswordDatabase.PAM.txt
Apple Remote Desktop Admin Guide 3.3,"Apple. (n.d.). Apple Remote Desktop Administrator Guide Version 3.3. Retrieved October 5, 2021.",https://images.apple.com/remotedesktop/pdf/ARD_Admin_Guide_v3.3.pdf
Apple Support Hide a User Account,"Apple. (2020, November 30). Hide a user account in macOS. Retrieved December 10, 2021.",https://support.apple.com/en-us/HT203998
Apple TN2459 Kernel Extensions,"Apple. (2018, April 19). Technical Note TN2459: User-Approved Kernel Extension Loading. Retrieved June 30, 2020.",https://developer.apple.com/library/archive/technotes/tn2459/_index.html
Apple Unified Log Analysis Remote Login and Screen Sharing,"Sarah Edwards. (2020, April 30). Analysis of Apple Unified Logs: Quarantine Edition [Entry 6] – Working From Home? Remote Logins. Retrieved August 19, 2021.",https://sarah-edwards-xzkc.squarespace.com/blog/2020/4/30/analysis-of-apple-unified-logs-quarantine-edition-entry-6-working-from-home-remote-logins
Apple ZShell,"Apple. (2020, January 28). Use zsh as the default shell on your Mac. Retrieved June 12, 2020.",https://support.apple.com/HT208050
AppleDocs AuthorizationExecuteWithPrivileges,"Apple. (n.d.). Apple Developer Documentation - AuthorizationExecuteWithPrivileges. Retrieved August 8, 2019.",https://developer.apple.com/documentation/security/1540038-authorizationexecutewithprivileg
AppleDocs Launch Agent Daemons,"Apple. (n.d.). Creating Launch Daemons and Agents. Retrieved July 10, 2017.",https://developer.apple.com/library/content/documentation/MacOSX/Conceptual/BPSystemStartup/Chapters/CreatingLaunchdJobs.html
Application Bundle Manipulation Brandon Dalton,"Brandon Dalton. (2022, August 9). A bundle of nerves: Tweaking macOS security controls to thwart application bundle manipulation. Retrieved September 27, 2022.",https://redcanary.com/blog/mac-application-bundles/
Aqua Build Images on Hosts,"Assaf Morag. (2020, July 15). Threat Alert: Attackers Building Malicious Images on Your Hosts. Retrieved March 29, 2021.",https://blog.aquasec.com/malicious-container-image-docker-container-host
Aqua Kinsing April 2020,"Singer, G. (2020, April 3). Threat Alert: Kinsing Malware Attacks Targeting Container Environments. Retrieved April 1, 2021.",https://blog.aquasec.com/threat-alert-kinsing-malware-container-vulnerability
Aqua Security Cloud Native Threat Report June 2021,"Team Nautilus. (2021, June). Attacks in the Wild on the Container Supply Chain and Infrastructure. Retrieved August 26, 2021.",https://info.aquasec.com/hubfs/Threat%20reports/AquaSecurity_Cloud_Native_Threat_Report_2021.pdf?utm_campaign=WP%20-%20Jun2021%20Nautilus%202021%20Threat%20Research%20Report&utm_medium=email&_hsmi=132931006&_hsenc=p2ANqtz-_8oopT5Uhqab8B7kE0l3iFo1koirxtyfTehxF7N-EdGYrwk30gfiwp5SiNlW3G0TNKZxUcDkYOtwQ9S6nNVNyEO-Dgrw&utm_content=132931006&utm_source=hs_automation
Aqua TeamTNT August 2020,"Kol, Roi. Morag, A. (2020, August 25). Deep Analysis of TeamTNT Techniques Using Container Images to Attack. Retrieved September 22, 2021.",https://blog.aquasec.com/container-security-tnt-container-attack
Aquino RARSTONE,"Aquino, M. (2013, June 13). RARSTONE Found In Targeted Attacks. Retrieved December 17, 2015.",http://blog.trendmicro.com/trendlabs-security-intelligence/rarstone-found-in-targeted-attacks/
Arbor AnnualDoSreport Jan 2018,"Philippe Alcoy, Steinthor Bjarnason, Paul Bowen, C.F. Chui, Kirill Kasavchnko, and Gary Sockrider of Netscout Arbor. (2018, January). Insight into the Global Threat Landscape - Netscout Arbor's 13th Annual Worldwide Infrastructure Security Report. Retrieved April 22, 2019.",https://pages.arbornetworks.com/rs/082-KNA-087/images/13th_Worldwide_Infrastructure_Security_Report.pdf
Arbor Musical Chairs Feb 2018,"Sabo, S. (2018, February 15). Musical Chairs Playing Tetris. Retrieved February 19, 2018.",https://www.arbornetworks.com/blog/asert/musical-chairs-playing-tetris/
Arbor SSLDoS April 2012,"ASERT Team, Netscout Arbor. (2012, April 24). DDoS Attacks on SSL: Something Old, Something New. Retrieved April 22, 2019.",https://www.netscout.com/blog/asert/ddos-attacks-ssl-something-old-something-new
Arch Linux Package Systemd Compromise BleepingComputer 10JUL2018,"Catalin Cimpanu. (2018, July 10). Malware Found in Arch Linux AUR Package Repository. Retrieved April 23, 2019.",https://www.bleepingcomputer.com/news/security/malware-found-in-arch-linux-aur-package-repository/
Ars Technica GRU indictment Jul 2018,"Gallagher, S. (2018, July 27). How they did it (and will likely try again): GRU hackers vs. US elections. Retrieved September 13, 2018.",https://arstechnica.com/information-technology/2018/07/from-bitly-to-x-agent-how-gru-hackers-targeted-the-2016-presidential-election/
Ars Technica Pwn2Own 2017 VM Escape,"Goodin, D. (2017, March 17). Virtual machine escape fetches $105,000 at Pwn2Own hacking contest - updated. Retrieved March 12, 2018.",https://arstechnica.com/information-technology/2017/03/hack-that-escapes-vm-by-exploiting-edge-browser-fetches-105000-at-pwn2own/
ArsTechnica Great Firewall of China,"Goodin, D.. (2015, March 31). Massive denial-of-service attack on GitHub tied to Chinese government. Retrieved April 19, 2019.",https://arstechnica.com/information-technology/2015/03/massive-denial-of-service-attack-on-github-tied-to-chinese-government/
ArsTechnica Intel,"Goodin, D. & Salter, J. (2020, August 6). More than 20GB of Intel source code and proprietary data dumped online. Retrieved October 20, 2020.",https://arstechnica.com/information-technology/2020/08/intel-is-investigating-the-leak-of-20gb-of-its-source-code-and-private-data/
ArtOfMemoryForensics,"Ligh, M.H. et al.. (2014, July). The Art of Memory Forensics: Detecting Malware and Threats in Windows, Linux, and Mac Memory. Retrieved December 20, 2017.",
Arxiv Avaddon Feb 2021,"Yuste, J. Pastrana, S. (2021, February 9). Avaddon ransomware: an in-depth analysis and decryption of infected systems. Retrieved August 19, 2021.",https://arxiv.org/pdf/2102.04796.pdf
Atlas SEO,"Atlas Cybersecurity. (2021, April 19). Threat Actors use Search-Engine-Optimization Tactics to Redirect Traffic and Install Malware. Retrieved September 30, 2022.",https://atlas-cybersecurity.com/cyber-threats/threat-actors-use-search-engine-optimization-tactics-to-redirect-traffic-and-install-malware/
Atlassian Confluence Logging,"Atlassian. (2018, January 9). How to Enable User Access Logging. Retrieved April 4, 2018.",https://confluence.atlassian.com/confkb/how-to-enable-user-access-logging-182943.html
Attackify Rundll32.exe Obscurity,"Attackify. (n.d.). Rundll32.exe Obscurity. Retrieved August 23, 2021.",https://www.attackify.com/blog/rundll32_execution_order/
Attacking VNC Servers PentestLab,"Administrator, Penetration Testing Lab. (2012, October 30). Attacking VNC Servers. Retrieved October 6, 2021.",https://pentestlab.blog/2012/10/30/attacking-vnc-servers/
Audit OSX,"Gagliardi, R. (n.d.). Audit in a OS X System. Retrieved September 23, 2021.",https://www.scip.ch/en/?labs.20150108
Audit_Policy_Microsoft,"Daniel Simpson. (2017, April 19). Audit Policy. Retrieved September 13, 2021.",https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/audit-policy
Auth0 - Why You Should Always Use Access Tokens to Secure APIs Sept 2019,"Auth0. (n.d.). Why You Should Always Use Access Tokens to Secure APIs. Retrieved September 12, 2019.",https://auth0.com/blog/why-should-use-accesstokens-to-secure-an-api/
Auth0 Access Tokens,"Auth0. (n.d.). Access Tokens. Retrieved September 29, 2021.",https://auth0.com/docs/tokens/access-tokens
Auth0 Understanding Refresh Tokens,"Auth0 Inc.. (n.d.). Understanding Refresh Tokens. Retrieved December 16, 2021.",https://auth0.com/learn/refresh-tokens/
Autoruns for Windows,"Mark Russinovich. (2019, June 28). Autoruns for Windows v13.96. Retrieved March 13, 2020.",https://docs.microsoft.com/en-us/sysinternals/downloads/autoruns
Avast CCleaner3 2018,"Avast Threat Intelligence Team. (2018, March 8). New investigations into the CCleaner incident point to a possible third stage that had keylogger capacities. Retrieved March 15, 2018.",https://blog.avast.com/new-investigations-in-ccleaner-incident-point-to-a-possible-third-stage-that-had-keylogger-capacities
Avira Mustang Panda January 2020,"Hamzeloofard, S. (2020, January 31). New wave of PlugX targets Hong Kong | Avira Blog. Retrieved April 13, 2021.",https://www.avira.com/en/blog/new-wave-of-plugx-targets-hong-kong
Awake Security Avaddon,"Gahlot, A. (n.d.). Threat Hunting for Avaddon Ransomware. Retrieved August 19, 2021.",https://awakesecurity.com/blog/threat-hunting-for-avaddon-ransomware/
Awake Security C2 Cloud,"Gary Golomb and Tory Kei. (n.d.). Threat Hunting Series: Detecting Command & Control in the Cloud. Retrieved May 27, 2022.",https://awakesecurity.com/blog/threat-hunting-series-detecting-command-control-in-the-cloud/
Awesome Executable Packing,"Alexandre D'Hondt. (n.d.). Awesome Executable Packing. Retrieved March 11, 2022.",https://github.com/dhondta/awesome-executable-packing
Azure - Monitor Logs,"Microsoft. (2019, June 4). Monitor at scale by using Azure Monitor. Retrieved May 1, 2020.",https://docs.microsoft.com/en-us/azure/backup/backup-azure-monitoring-use-azuremonitor
Azure - Resource Manager API,"Microsoft. (2019, May 20). Azure Resource Manager. Retrieved June 17, 2020.",https://docs.microsoft.com/en-us/rest/api/resources/
Azure - Stormspotter,"Microsoft. (2020). Azure Stormspotter GitHub. Retrieved June 17, 2020.",https://github.com/Azure/Stormspotter
Azure AD Conditional Access Exclusions,"Microsoft. (2022, August 26). Use Azure AD access reviews to manage users excluded from Conditional Access policies. Retrieved August 30, 2022.",https://docs.microsoft.com/en-us/azure/active-directory/governance/conditional-access-exclusion
Azure AD Connect for Read Teamers,"Adam Chester. (2019, February 18). Azure AD Connect for Red Teamers. Retrieved September 28, 2022.",https://blog.xpnsec.com/azuread-connect-for-redteam/
Azure AD Federation Vulnerability,"Dr. Nestori Syynimaa.. (2017, November 16). Security vulnerability in Azure AD & Office 365 identity federation. Retrieved February 1, 2022.",https://o365blog.com/post/federation-vulnerability/
Azure AD Graph API,"Microsoft. (2016, March 26). Operations overview | Graph API concepts. Retrieved June 18, 2020.",https://docs.microsoft.com/en-us/previous-versions/azure/ad/graph/howto/azure-ad-graph-api-operations-overview
Azure AD Hybrid Identity,"Microsoft. (2022, August 26). Choose the right authentication method for your Azure Active Directory hybrid identity solution. Retrieved September 28, 2022.",https://learn.microsoft.com/en-us/azure/active-directory/hybrid/choose-ad-authn
Azure AD PTA Vulnerabilities,"Dr. Nestori Syynimaa. (2022, September 20). Exploiting Azure AD PTA vulnerabilities: Creating backdoor and harvesting credentials. Retrieved September 28, 2022.",https://o365blog.com/post/pta/
Azure AD Recon,"Dr. Nestori Syynimaa. (2020, June 13). Just looking: Azure Active Directory reconnaissance as an outsider. Retrieved February 1, 2022.",https://o365blog.com/post/just-looking
Azure AD to AD,"Sean Metcalf. (2020, May 27). From Azure AD to Active Directory (via Azure) – An Unanticipated Attack Path. Retrieved September 28, 2022.",https://adsecurity.org/?p=4277
Azure Active Directory Reconnaisance,"Dr. Nestori Syynimaa. (2020, June 13). Just looking: Azure Active Directory reconnaissance as an outsider. Retrieved May 27, 2022.",https://o365blog.com/post/just-looking/
Azure Activity Logs,"Microsoft. (n.d.). View Azure activity logs. Retrieved June 17, 2020.",https://docs.microsoft.com/en-us/azure/azure-resource-manager/management/view-activity-logs
Azure Blob Snapshots,"Microsoft Azure. (2021, December 29). Blob snapshots. Retrieved March 2, 2022.",https://docs.microsoft.com/en-us/azure/storage/blobs/snapshots-overview
Azure Blob Storage,"Microsoft. (n.d.). Azure Blob Storage. Retrieved October 13, 2021.",https://azure.microsoft.com/en-us/services/storage/blobs/
Azure Products,"Microsoft. (n.d.). Azure products. Retrieved October 13, 2021.",https://azure.microsoft.com/en-us/services/
Azure Shared Access Signature,"Delegate access with a shared access signature. (2019, December 18). Delegate access with a shared access signature. Retrieved March 2, 2022.",https://docs.microsoft.com/en-us/rest/api/storageservices/delegate-access-with-shared-access-signature
Azure Update Virtual Machines,"Microsoft. (n.d.). Virtual Machines - Update. Retrieved April 1, 2022.",https://docs.microsoft.com/en-us/rest/api/compute/virtual-machines/update
Azure Virtual Network TAP,"Microsoft. (2022, February 9). Virtual network TAP. Retrieved March 17, 2022.",https://docs.microsoft.com/en-us/azure/virtual-network/virtual-network-tap-overview
BBC LAPSUS Apr 2022,"BBC. (2022, April 1). LAPSUS: Two UK Teenagers Charged with Hacking for Gang. Retrieved June 9, 2022.",https://www.bbc.com/news/technology-60953527
BH Linux Inject,"Colgan, T. (2015, August 15). Linux-Inject. Retrieved February 21, 2020.",https://github.com/gaffe23/linux-inject/blob/master/slides_BHArsenal2015.pdf
BH Manul Aug 2016,"Galperin, E., Et al.. (2016, August 4). When Governments Attack: State Sponsored Malware Attacks Against Activists, Lawyers, and Journalists. Retrieved May 23, 2018.",https://www.blackhat.com/docs/us-16/materials/us-16-Quintin-When-Governments-Attack-State-Sponsored-Malware-Attacks-Against-Activists-Lawyers-And-Journalists.pdf
BOHOPS Abusing the COM Registry,"BOHOPS. (2018, August 18). Abusing the COM Registry Structure (Part 2): Hijacking & Loading Techniques. Retrieved August 10, 2020.",https://bohops.com/2018/08/18/abusing-the-com-registry-structure-part-2-loading-techniques-for-evasion-and-persistence/
BRI Kimsuky April 2019,"BRI. (2019, April). Kimsuky unveils APT campaign 'Smoke Screen' aimed at Korea and America. Retrieved October 7, 2019.",https://brica.de/alerts/alert/public/1255063/kimsuky-unveils-apt-campaign-smoke-screen-aimed-at-korea-and-america/
BSidesSLC 2020 - LNK Elastic,"French, D., Filar, B.. (2020, March 21). A Chain Is No Stronger Than Its Weakest LNK. Retrieved November 30, 2020.",https://www.youtube.com/watch?v=nJ0UsyiUEqQ
BUGJUICE,"Based on similarities in reported malware behavior and open source reporting, it is assessed that the malware named BUGJUICE by FireEye is likely the same as the malware RedLeaves. (Citation: FireEye APT10 April 2017) (Citation: Twitter Nick Carr APT10)",
Backdooring an AWS account,"Daniel Grzelak. (2016, July 9). Backdooring an AWS account. Retrieved May 27, 2022.",https://medium.com/daniel-grzelak/backdooring-an-aws-account-da007d36f8f9
Backtrace VDSO,"backtrace. (2016, April 22). ELF SHARED LIBRARY INJECTION FORENSICS. Retrieved June 15, 2020.",https://backtrace.io/blog/backtrace/elf-shared-library-injection-forensics/
Baeldung LD_PRELOAD,"baeldung. (2020, August 9). What Is the LD_PRELOAD Trick?. Retrieved March 24, 2021.",https://www.baeldung.com/linux/ld_preload-trick-what-is
