ID,name,description,url,created,last modified,version,contributors,associated groups,associated groups citations,relationship citations
G0027,Threat Group-3390,"[Threat Group-3390](https://attack.mitre.org/groups/G0027) is a Chinese threat group that has extensively used strategic Web compromises to target victims.(Citation: Dell TG-3390) The group has been active since at least 2010 and has targeted organizations in the aerospace, government, defense, technology, energy, manufacturing and gambling/betting sectors.(Citation: SecureWorks BRONZE UNION June 2017)(Citation: Securelist LuckyMouse June 2018)(Citation: Trend Micro DRBControl February 2020)",https://attack.mitre.org/groups/G0027,31 May 2017,11 April 2022,2.0,"Daniyal Naeem, BT Security; Kyaw Pyiyt Htet, @KyawPyiytHtet","APT27, BRONZE UNION, Earth Smilodon, Emissary Panda, Iron Tiger, LuckyMouse, TG-3390","(Citation: Nccgroup Emissary Panda May 2018)(Citation: Securelist LuckyMouse June 2018)(Citation: Hacker News LuckyMouse June 2018)(Citation: Trend Micro Iron Tiger April 2021), (Citation: SecureWorks BRONZE UNION June 2017)(Citation: Nccgroup Emissary Panda May 2018), (Citation: Trend Micro Iron Tiger April 2021), (Citation: Gallagher 2015)(Citation: Nccgroup Emissary Panda May 2018)(Citation: Securelist LuckyMouse June 2018)(Citation: Hacker News LuckyMouse June 2018)(Citation: Unit42 Emissary Panda May 2019)(Citation: Trend Micro Iron Tiger April 2021), (Citation: Hacker News LuckyMouse June 2018)(Citation: Trend Micro Iron Tiger April 2021), (Citation: Securelist LuckyMouse June 2018)(Citation: Hacker News LuckyMouse June 2018)(Citation: Trend Micro Iron Tiger April 2021), (Citation: Dell TG-3390)(Citation: Nccgroup Emissary Panda May 2018)(Citation: Hacker News LuckyMouse June 2018)","(Citation: Dell TG-3390),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: Trend Micro DRBControl February 2020),(Citation: Securelist LuckyMouse June 2018),(Citation: Trend Micro Iron Tiger April 2021),(Citation: Talent-Jump Clambling February 2020),(Citation: Profero APT27 December 2020),(Citation: Secureworks BRONZEUNION Feb 2019),(Citation: Hacker News LuckyMouse June 2018),(Citation: Nccgroup Emissary Panda May 2018),(Citation: Unit42 Emissary Panda May 2019),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: Dell TG-3390),(Citation: Trend Micro DRBControl February 2020),(Citation: Securelist LuckyMouse June 2018),(Citation: Trend Micro Iron Tiger April 2021),(Citation: Profero APT27 December 2020),(Citation: Hacker News LuckyMouse June 2018),(Citation: Nccgroup Emissary Panda May 2018),(Citation: Gallagher 2015),(Citation: Unit42 Emissary Panda May 2019),"
G0076,Thrip,"[Thrip](https://attack.mitre.org/groups/G0076) is an espionage group that has targeted satellite communications, telecoms, and defense contractor companies in the U.S. and Southeast Asia. The group uses custom malware as well as ""living off the land"" techniques. (Citation: Symantec Thrip June 2018)",https://attack.mitre.org/groups/G0076,17 October 2018,12 October 2021,1.2,,,,"(Citation: Symantec Thrip June 2018),(Citation: Symantec Thrip June 2018),"
G0131,Tonto Team,"[Tonto Team](https://attack.mitre.org/groups/G0131) is a suspected Chinese state-sponsored cyber espionage threat group that has primarily targeted South Korea, Japan, Taiwan, and the United States since at least 2009; by 2020 they expanded operations to include other Asian as well as Eastern European countries. [Tonto Team](https://attack.mitre.org/groups/G0131) has targeted government, military, energy, mining, financial, education, healthcare, and technology organizations, including through the Heartbeat Campaign (2009-2012) and Operation Bitter Biscuit (2017).(Citation: Kaspersky CactusPete Aug 2020)(Citation: ESET Exchange Mar 2021)(Citation: FireEye Chinese Espionage October 2019)(Citation: ARS Technica China Hack SK April 2017)(Citation: Trend Micro HeartBeat Campaign January 2013)(Citation: Talos Bisonal 10 Years March 2020)",https://attack.mitre.org/groups/G0131,05 May 2021,27 January 2022,1.1,,"BRONZE HUNTLEY, CactusPete, Earth Akhlut, Karma Panda","(Citation: Secureworks BRONZE HUNTLEY ), (Citation: Kaspersky CactusPete Aug 2020), (Citation: TrendMicro Tonto Team October 2020), (Citation: Kaspersky CactusPete Aug 2020)(Citation: CrowdStrike Manufacturing Threat July 2020)","(Citation: TrendMicro Tonto Team October 2020),(Citation: Talos Bisonal Mar 2020),(Citation: Kaspersky CactusPete Aug 2020),(Citation: Secureworks BRONZE HUNTLEY ),(Citation: TrendMicro Tonto Team October 2020),(Citation: Kaspersky CactusPete Aug 2020),(Citation: Talos Bisonal 10 Years March 2020),(Citation: Talos Bisonal Mar 2020),(Citation: ESET Exchange Mar 2021),"
G0134,Transparent Tribe,"[Transparent Tribe](https://attack.mitre.org/groups/G0134) is a suspected Pakistan-based threat group that has been active since at least 2013, primarily targeting diplomatic, defense, and research organizations in India and Afghanistan.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Talos Transparent Tribe May 2021)",https://attack.mitre.org/groups/G0134,02 September 2021,22 September 2022,1.1,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India","APT36, COPPER FIELDSTONE, Mythic Leopard, ProjectM","(Citation: Talos Transparent Tribe May 2021), (Citation: Secureworks COPPER FIELDSTONE Profile), (Citation: Crowdstrike Mythic Leopard Profile)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Talos Transparent Tribe May 2021), (Citation: Unit 42 ProjectM March 2016)(Citation: Kaspersky Transparent Tribe August 2020)","(Citation: Unit 42 ProjectM March 2016),(Citation: Proofpoint Operation Transparent Tribe March 2016),(Citation: Talos Oblique RAT March 2021),(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022),(Citation: Proofpoint Operation Transparent Tribe March 2016),(Citation: Unit 42 ProjectM March 2016),(Citation: Talos Oblique RAT March 2021),(Citation: Kaspersky Transparent Tribe August 2020),(Citation: Talos Transparent Tribe May 2021),(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022)"
G0081,Tropic Trooper,"[Tropic Trooper](https://attack.mitre.org/groups/G0081) is an unaffiliated threat group that has led targeted campaigns against targets in Taiwan, the Philippines, and Hong Kong. [Tropic Trooper](https://attack.mitre.org/groups/G0081) focuses on targeting government, healthcare, transportation, and high-tech industries and has been active since 2011.(Citation: TrendMicro Tropic Trooper Mar 2018)(Citation: Unit 42 Tropic Trooper Nov 2016)(Citation: TrendMicro Tropic Trooper May 2020)",https://attack.mitre.org/groups/G0081,29 January 2019,26 April 2021,1.4,Bart Parys; Edward Millington,"KeyBoy, Pirate Panda","(Citation: Unit 42 Tropic Trooper Nov 2016)(Citation: TrendMicro Tropic Trooper Mar 2018), (Citation: Crowdstrike Pirate Panda April 2020)","(Citation: Recorded Future RedEcho Feb 2021),(Citation: TrendMicro Tropic Trooper May 2020),(Citation: TrendMicro TropicTrooper 2015),(Citation: Unit 42 Tropic Trooper Nov 2016),(Citation: CitizenLab Tropic Trooper Aug 2018),(Citation: TrendMicro Tropic Trooper Mar 2018),(Citation: TrendMicro Tropic Trooper May 2020),(Citation: Anomali Pirate Panda April 2020),(Citation: TrendMicro TropicTrooper 2015),(Citation: Unit 42 Tropic Trooper Nov 2016),(Citation: CitizenLab Tropic Trooper Aug 2018),(Citation: TrendMicro Tropic Trooper Mar 2018),(Citation: PWC KeyBoys Feb 2017),(Citation: CitizenLab KeyBoy Nov 2016),"
G0010,Turla,"[Turla](https://attack.mitre.org/groups/G0010) is a Russian-based threat group that has infected victims in over 45 countries, spanning a range of industries including government, embassies, military, education, research and pharmaceutical companies since 2004. Heightened activity was seen in mid-2015. [Turla](https://attack.mitre.org/groups/G0010) is known for conducting watering hole and spearphishing campaigns and leveraging in-house tools and malware. [Turla](https://attack.mitre.org/groups/G0010)’s espionage platform is mainly used against Windows machines, but has also been seen used against macOS and Linux machines.(Citation: Kaspersky Turla)(Citation: ESET Gazer Aug 2017)(Citation: CrowdStrike VENOMOUS BEAR)(Citation: ESET Turla Mosquito Jan 2018)",https://attack.mitre.org/groups/G0010,31 May 2017,28 September 2022,3.0,"Edward Millington; Matthieu Faou, ESET","Belugasturgeon, Group 88, IRON HUNTER, Krypton, Snake, Venomous Bear, Waterbug, WhiteBear","(Citation: Accenture HyperStack October 2020), (Citation: Leonardo Turla Penquin May 2020), (Citation: Secureworks IRON HUNTER Profile), (Citation: CrowdStrike VENOMOUS BEAR), (Citation: CrowdStrike VENOMOUS BEAR)(Citation: ESET Turla PowerShell May 2019)(Citation: Talos TinyTurla September 2021), (Citation: CrowdStrike VENOMOUS BEAR)(Citation: Talos TinyTurla September 2021), Based similarity in TTPs and malware used, Turla and Waterbug appear to be the same group.(Citation: Symantec Waterbug), WhiteBear is a designation used by Securelist to describe a cluster of activity that has overlaps with activity described by others as Turla, but appears to have a separate focus.(Citation: Securelist WhiteBear Aug 2017)(Citation: Talos TinyTurla September 2021)","(Citation: ESET LightNeuron May 2019),(Citation: Accenture HyperStack October 2020),(Citation: Symantec Waterbug Jun 2019),(Citation: Secureworks IRON HUNTER Profile),(Citation: Talos TinyTurla September 2021),(Citation: Kaspersky Turla),(Citation: ESET Crutch December 2020),(Citation: ESET Gazer Aug 2017),(Citation: ESET Turla Mosquito Jan 2018),(Citation: Leonardo Turla Penquin May 2020),(Citation: ESET Turla PowerShell May 2019),(Citation: ESET Turla August 2018),(Citation: Symantec Waterbug),(Citation: Unit 42 Kazuar May 2017),(Citation: ESET Carbon Mar 2017),(Citation: ESET Turla Mosquito May 2018),(Citation: Unit 42 IronNetInjector February 2021 ),(Citation: Symantec Waterbug Jun 2019),(Citation: Accenture HyperStack October 2020),(Citation: Secureworks IRON HUNTER Profile),(Citation: Talos TinyTurla September 2021),(Citation: Kaspersky Turla),(Citation: ESET Crutch December 2020),(Citation: Unit42 AcidBox June 2020),(Citation: GitHub Turla Driver Loader),(Citation: NSA NCSC Turla OilRig),(Citation: ESET Turla Mosquito Jan 2018),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: ESET Turla PowerShell May 2019),(Citation: Github Rapid7 Meterpreter Elevate),(Citation: ESET ComRAT May 2020),(Citation: ESET Gazer Aug 2017),(Citation: ESET Turla Mosquito May 2018),(Citation: Recorded Future Turla Infra 2020),(Citation: Unit 42 IronNetInjector February 2021 ),"
G0123,Volatile Cedar,"[Volatile Cedar](https://attack.mitre.org/groups/G0123) is a Lebanese threat group that has targeted individuals, companies, and institutions worldwide. [Volatile Cedar](https://attack.mitre.org/groups/G0123) has been operating since 2012 and is motivated by political and ideological interests.(Citation: CheckPoint Volatile Cedar March 2015)(Citation: ClearSky Lebanese Cedar Jan 2021)",https://attack.mitre.org/groups/G0123,08 February 2021,20 April 2022,1.1,,Lebanese Cedar,(Citation: ClearSky Lebanese Cedar Jan 2021),"(Citation: ClearSky Lebanese Cedar Jan 2021),(Citation: CheckPoint Volatile Cedar March 2015),(Citation: ClearSky Lebanese Cedar Jan 2021),(Citation: CheckPoint Volatile Cedar March 2015),"
G0090,WIRTE,"[WIRTE](https://attack.mitre.org/groups/G0090) is a threat group that has been active since at least August 2018. [WIRTE](https://attack.mitre.org/groups/G0090) has targeted government, diplomatic, financial, military, legal, and technology organizations in the Middle East and Europe.(Citation: Lab52 WIRTE Apr 2019)(Citation: Kaspersky WIRTE November 2021)",https://attack.mitre.org/groups/G0090,24 May 2019,15 April 2022,2.0,Lab52 by S2 Grupo,,,"(Citation: Kaspersky WIRTE November 2021),(Citation: Lab52 WIRTE Apr 2019),(Citation: Kaspersky WIRTE November 2021),(Citation: Lab52 WIRTE Apr 2019),"
G0107,Whitefly,"[Whitefly](https://attack.mitre.org/groups/G0107) is a cyber espionage group that has been operating since at least 2017. The group has targeted organizations based mostly in Singapore across a wide variety of sectors, and is primarily interested in stealing large amounts of sensitive information. The group has been linked to an attack against Singapore’s largest public health organization, SingHealth.(Citation: Symantec Whitefly March 2019)",https://attack.mitre.org/groups/G0107,26 May 2020,12 October 2021,1.1,,,,"(Citation: Symantec Whitefly March 2019),(Citation: Symantec Whitefly March 2019),"
G0124,Windigo,"The [Windigo](https://attack.mitre.org/groups/G0124) group has been operating since at least 2011, compromising thousands of Linux and Unix servers using the [Ebury](https://attack.mitre.org/software/S0377) SSH backdoor to create a spam botnet. Despite law enforcement intervention against the creators, [Windigo](https://attack.mitre.org/groups/G0124) operators continued updating [Ebury](https://attack.mitre.org/software/S0377) through 2019.(Citation: ESET Windigo Mar 2014)(Citation: CERN Windigo June 2019)",https://attack.mitre.org/groups/G0124,10 February 2021,26 April 2021,1.0,,,,"(Citation: ESET Ebury Oct 2017),(Citation: ESET Windigo Mar 2014),(Citation: ESET ForSSHe December 2018),"
G0112,Windshift,"[Windshift](https://attack.mitre.org/groups/G0112) is a threat group that has been active since at least 2017, targeting specific individuals for surveillance in government departments and critical infrastructure across the Middle East.(Citation: SANS Windshift August 2018)(Citation: objective-see windtail1 dec 2018)(Citation: objective-see windtail2 jan 2019)",https://attack.mitre.org/groups/G0112,25 June 2020,26 April 2021,1.1,,Bahamut,(Citation: SANS Windshift August 2018),"(Citation: SANS Windshift August 2018),(Citation: objective-see windtail2 jan 2019),(Citation: objective-see windtail1 dec 2018),(Citation: SANS Windshift August 2018),(Citation: BlackBerry Bahamut),(Citation: objective-see windtail1 dec 2018),"
G0044,Winnti Group,"[Winnti Group](https://attack.mitre.org/groups/G0044) is a threat group with Chinese origins that has been active since at least 2010. The group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting.(Citation: Kaspersky Winnti April 2013)(Citation: Kaspersky Winnti June 2015)(Citation: Novetta Winnti April 2015) Some reporting suggests a number of other groups, including [Axiom](https://attack.mitre.org/groups/G0001), [APT17](https://attack.mitre.org/groups/G0025), and [Ke3chang](https://attack.mitre.org/groups/G0004), are closely linked to [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: 401 TRG Winnti Umbrella May 2018)",https://attack.mitre.org/groups/G0044,31 May 2017,15 April 2022,1.2,Edward Millington,Blackfly,(Citation: Symantec Suckfly March 2016),"(Citation: Kaspersky Winnti June 2015),(Citation: Kaspersky Winnti April 2013),(Citation: ESET PipeMon May 2020),(Citation: Kaspersky Winnti April 2013),"
G0102,Wizard Spider,"[Wizard Spider](https://attack.mitre.org/groups/G0102) is a Russia-based financially motivated threat group originally known for the creation and deployment of [TrickBot](https://attack.mitre.org/software/S0266) since at least 2016. [Wizard Spider](https://attack.mitre.org/groups/G0102) possesses a diverse arsenal of tools and has conducted ransomware campaigns against a variety of organizations, ranging from major corporations to hospitals.(Citation: CrowdStrike Ryuk January 2019)(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020)(Citation: CrowdStrike Wizard Spider October 2020)",https://attack.mitre.org/groups/G0102,12 May 2020,14 October 2021,2.0,Edward Millington; Oleksiy Gayda,"Grim Spider, TEMP.MixMaster, UNC1878","(Citation: CrowdStrike Ryuk January 2019)(Citation: CrowdStrike Grim Spider May 2019), (Citation: FireEye Ryuk and Trickbot January 2019), (Citation: FireEye KEGTAP SINGLEMALT October 2020)","(Citation: CrowdStrike Ryuk January 2019),(Citation: Malwarebytes TrickBot Sep 2019),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: CrowdStrike Wizard Spider March 2019),(Citation: Sophos New Ryuk Attack October 2020),(Citation: DFIR Ryuk 2 Hour Speed Run November 2020),(Citation: DFIR Ryuk in 5 Hours October 2020),(Citation: Group IB GrimAgent July 2021),(Citation: FireEye Ryuk and Trickbot January 2019),(Citation: FireEye KEGTAP SINGLEMALT October 2020),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),(Citation: Red Canary Hospital Thwarted Ryuk October 2020),(Citation: DFIR Ryuk's Return October 2020),(Citation: Forbes Dyre May 2017),(Citation: CrowdStrike Grim Spider May 2019),(Citation: Red Canary Hospital Thwarted Ryuk October 2020),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: Sophos New Ryuk Attack October 2020),(Citation: DFIR Ryuk 2 Hour Speed Run November 2020),(Citation: DFIR Ryuk in 5 Hours October 2020),(Citation: FireEye Ryuk and Trickbot January 2019),(Citation: FireEye KEGTAP SINGLEMALT October 2020),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),(Citation: DFIR Ryuk's Return October 2020),(Citation: CrowdStrike Grim Spider May 2019),"
G0128,ZIRCONIUM,"[ZIRCONIUM](https://attack.mitre.org/groups/G0128) is a threat group operating out of China, active since at least 2017, that has targeted individuals associated with the 2020 US presidential election and prominent leaders in the international affairs community.(Citation: Microsoft Targeting Elections September 2020)(Citation: Check Point APT31 February 2021)",https://attack.mitre.org/groups/G0128,24 March 2021,20 April 2021,1.0,,APT31,(Citation: Check Point APT31 February 2021),",(Citation: Zscaler APT31 Covid-19 October 2020),(Citation: Microsoft Targeting Elections September 2020),(Citation: Check Point APT31 February 2021),(Citation: Google Election Threats October 2020),"
G0018,admin@338,"[admin@338](https://attack.mitre.org/groups/G0018) is a China-based cyber threat group. It has previously used newsworthy events as lures to deliver malware and has primarily targeted organizations involved in financial, economic, and trade policy, typically using publicly available RATs such as [PoisonIvy](https://attack.mitre.org/software/S0012), as well as some non-public backdoors. (Citation: FireEye admin@338)",https://attack.mitre.org/groups/G0018,31 May 2017,18 March 2020,1.2,"Tatsuya Daitoku, Cyber Defense Institute, Inc.",,,"(Citation: FireEye admin@338),(Citation: FireEye admin@338),"
G0045,menuPass,"[menuPass](https://attack.mitre.org/groups/G0045) is a threat group that has been active since at least 2006. Individual members of [menuPass](https://attack.mitre.org/groups/G0045) are known to have acted in association with the Chinese Ministry of State Security's (MSS) Tianjin State Security Bureau and worked for the Huaying Haitai Science and Technology Development Company.(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018)

[menuPass](https://attack.mitre.org/groups/G0045) has targeted healthcare, defense, aerospace, finance, maritime, biotechnology, energy, and government sectors globally, with an emphasis on Japanese organizations. In 2016 and 2017, the group is known to have targeted managed IT service providers (MSPs), manufacturing and mining companies, and a university.(Citation: Palo Alto menuPass Feb 2017)(Citation: Crowdstrike CrowdCast Oct 2013)(Citation: FireEye Poison Ivy)(Citation: PWC Cloud Hopper April 2017)(Citation: FireEye APT10 April 2017)(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018)",https://attack.mitre.org/groups/G0045,31 May 2017,20 July 2022,2.1,Edward Millington; Michael Cox,"APT10, CVNX, Cicada, HOGFISH, POTASSIUM, Red Apollo, Stone Panda","(Citation: Palo Alto menuPass Feb 2017)(Citation: Accenture Hogfish April 2018)(Citation: FireEye APT10 Sept 2018)(Citation: DOJ APT10 Dec 2018)(Citation: Symantec Cicada November 2020), (Citation: PWC Cloud Hopper April 2017)(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018), (Citation: Symantec Cicada November 2020), (Citation: Accenture Hogfish April 2018), (Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018), (Citation: PWC Cloud Hopper April 2017)(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018), (Citation: Palo Alto menuPass Feb 2017)(Citation: Accenture Hogfish April 2018)(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018)(Citation: Symantec Cicada November 2020)","(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: FireEye APT10 Sept 2018),(Citation: District Court of NY APT10 Indictment December 2018),(Citation: Accenture Hogfish April 2018),(Citation: Symantec Cicada November 2020),(Citation: DOJ APT10 Dec 2018),(Citation: FireEye APT10 April 2017),(Citation: Securelist APT10 March 2021),(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: FireEye APT10 Sept 2018),(Citation: Securelist APT10 March 2021),(Citation: Accenture Hogfish April 2018),(Citation: Symantec Cicada November 2020),(Citation: DOJ APT10 Dec 2018),(Citation: FireEye APT10 April 2017),(Citation: District Court of NY APT10 Indictment December 2018),(Citation: PWC Cloud Hopper April 2017),(Citation: Github AD-Pentest-Script),"
